"","nom_mun","att_neigh.bin","att_party.bin","att_ngo.bin","att_union.bin","victim","tenure","age","women","edu","neighsec","vote","rural","party","partypri","partyprd","kinship","state"
"507","Venustiano Carranza",1,1,0,0,"Not a victim",5,37,1,4,"Worsened a lot/somewhat",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.69047619047619,"Distrito Federal"
"508","Venustiano Carranza",1,1,1,1,"Victim",5,57,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.761904761904762,"Distrito Federal"
"509","Venustiano Carranza",1,1,NA,1,"Not a victim",5,52,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.571428571428571,"Distrito Federal"
"510","Venustiano Carranza",0,1,0,0,"Not a victim",5,55,1,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.642857142857143,"Distrito Federal"
"511","Acayucan",0,0,0,0,"Not a victim",4,50,0,4,"Improved a lot/somewhat or same",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Veracruz"
"512","Acayucan",1,0,0,0,"Not a victim",5,30,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.714285714285714,"Veracruz"
"513","Acayucan",0,0,0,0,"Victim",2,23,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.861111111111111,"Veracruz"
"514","Acayucan",0,0,0,0,"Victim",4,45,0,2,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.277777777777778,"Veracruz"
"515","Acayucan",0,0,0,0,"Victim",5,68,1,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.388888888888889,"Veracruz"
"516","Acayucan",0,0,0,0,"Not a victim",5,65,0,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.708333333333333,"Veracruz"
"517","Acayucan",0,0,0,0,"Not a victim",5,60,1,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.805555555555556,"Veracruz"
"518","Acayucan",1,1,0,0,"Not a victim",3,69,1,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.555555555555556,"Veracruz"
"519","Acayucan",1,1,1,0,"Victim",1,24,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.916666666666667,"Veracruz"
"520","Acayucan",0,1,0,0,"Not a victim",5,25,0,4,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.722222222222222,"Veracruz"
"521","Miguel Hidalgo",0,1,1,NA,"Not a victim",2,50,0,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.619047619047619,"Distrito Federal"
"522","Miguel Hidalgo",1,1,1,1,"Victim",2,49,0,5,"Worsened a lot/somewhat",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.523809523809524,"Distrito Federal"
"523","Miguel Hidalgo",1,1,1,1,"Not a victim",NA,18,1,4,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.69047619047619,"Distrito Federal"
"524","Miguel Hidalgo",0,0,0,0,"Victim",3,25,1,5,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.666666666666667,"Distrito Federal"
"525","Miguel Hidalgo",1,1,1,1,"Not a victim",2,25,1,4,"Worsened a lot/somewhat",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.5,"Distrito Federal"
"526","Miguel Hidalgo",1,1,1,1,"Not a victim",2,45,1,4,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.523809523809524,"Distrito Federal"
"527","Miguel Hidalgo",1,1,1,1,"Not a victim",2,43,0,5,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.476190476190476,"Distrito Federal"
"528","Miguel Hidalgo",1,1,1,1,"Not a victim",2,42,0,5,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.5,"Distrito Federal"
"529","Miguel Hidalgo",1,1,NA,1,"Not a victim",2,25,0,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.761904761904762,"Distrito Federal"
"530","Miguel Hidalgo",1,1,1,1,"Not a victim",2,19,1,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.333333333333333,"Distrito Federal"
"531","Gustavo A. Madero",0,0,0,0,"Not a victim",5,49,1,2,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",NA,"Distrito Federal"
"532","Gustavo A. Madero",0,1,0,0,"Victim",5,56,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",1,"Distrito Federal"
"533","Gustavo A. Madero",0,0,0,0,"Victim",4,35,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",1,"Distrito Federal"
"534","Gustavo A. Madero",0,0,0,0,"Victim",1,48,1,4,"Worsened a lot/somewhat",3,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",NA,"Distrito Federal"
"535","Gustavo A. Madero",0,0,0,0,"Not a victim",5,87,1,1,NA,NA,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.583333333333333,"Distrito Federal"
"536","Gustavo A. Madero",0,0,0,0,"Not a victim",4,70,0,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.791666666666667,"Distrito Federal"
"537","Gustavo A. Madero",0,0,0,0,"Victim",4,28,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.638888888888889,"Distrito Federal"
"538","Gustavo A. Madero",1,1,1,1,"Victim",2,35,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.738095238095238,"Distrito Federal"
"539","Gustavo A. Madero",0,0,0,0,"Not a victim",5,35,0,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",1,"Distrito Federal"
"540","Gustavo A. Madero",0,0,0,0,"Not a victim",5,54,1,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.5,"Distrito Federal"
"541","San Luis Potosi",0,0,0,0,"Victim",5,48,1,2,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.357142857142857,"San Luis Potosi"
"542","San Luis Potosi",0,0,0,0,"Not a victim",5,49,1,3,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.595238095238095,"San Luis Potosi"
"543","San Luis Potosi",0,0,0,0,"Not a victim",4,41,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.428571428571429,"San Luis Potosi"
"544","San Luis Potosi",0,0,0,0,"Victim",5,24,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.428571428571429,"San Luis Potosi"
"545","San Luis Potosi",0,0,0,0,"Not a victim",5,20,0,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.595238095238095,"San Luis Potosi"
"546","San Luis Potosi",0,0,0,0,"Not a victim",5,63,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.214285714285714,"San Luis Potosi"
"547","San Luis Potosi",0,0,0,0,"Victim",2,23,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.404761904761905,"San Luis Potosi"
"548","San Luis Potosi",0,0,0,0,"Victim",3,37,0,3,"Improved a lot/somewhat or same",2,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.555555555555556,"San Luis Potosi"
"549","San Luis Potosi",0,0,0,0,"Victim",5,19,0,5,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.833333333333333,"San Luis Potosi"
"550","San Luis Potosi",0,0,0,0,"Not a victim",5,46,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.404761904761905,"San Luis Potosi"
"551","Tijuana",1,0,1,0,"Not a victim",5,20,1,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.571428571428571,"Baja California"
"552","Tijuana",1,1,1,0,"Not a victim",2,60,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.285714285714286,"Baja California"
"553","Tijuana",0,0,NA,1,"Victim",3,19,1,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.761904761904762,"Baja California"
"554","Tijuana",0,0,1,0,"Not a victim",2,36,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.619047619047619,"Baja California"
"555","Tijuana",0,1,NA,1,"Not a victim",3,39,1,4,"Improved a lot/somewhat or same",3,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Baja California"
"556","Tijuana",1,0,1,1,"Not a victim",4,48,0,3,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.380952380952381,"Baja California"
"557","Tijuana",1,0,0,0,"Not a victim",4,29,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.80952380952381,"Baja California"
"558","Tijuana",1,1,1,1,"Not a victim",5,24,1,4,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Baja California"
"559","Tijuana",1,1,NA,1,"Victim",3,50,0,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.571428571428571,"Baja California"
"560","Tijuana",1,0,NA,1,"Not a victim",2,22,0,5,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.880952380952381,"Baja California"
"561","Nezahualcoyotl",1,0,0,0,"Victim",3,37,1,5,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.785714285714286,"Mexico"
"562","Nezahualcoyotl",0,0,0,0,"Victim",5,18,1,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.738095238095238,"Mexico"
"563","Nezahualcoyotl",0,0,0,0,"Victim",4,40,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.547619047619048,"Mexico"
"564","Nezahualcoyotl",0,0,0,0,"Victim",5,26,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.738095238095238,"Mexico"
"565","Nezahualcoyotl",0,0,0,0,"Victim",3,22,0,5,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.80952380952381,"Mexico"
"566","Nezahualcoyotl",0,0,0,0,"Victim",5,56,1,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.523809523809524,"Mexico"
"567","Nezahualcoyotl",0,0,0,0,"Victim",5,49,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.80952380952381,"Mexico"
"568","Nezahualcoyotl",0,0,0,0,"Victim",3,54,0,2,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.642857142857143,"Mexico"
"569","Nezahualcoyotl",1,0,0,0,"Not a victim",4,37,0,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.547619047619048,"Mexico"
"570","Nezahualcoyotl",1,0,0,0,"Victim",5,49,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.69047619047619,"Mexico"
"571","Nezahualcoyotl",0,0,0,0,"Not a victim",5,80,0,1,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.642857142857143,"Mexico"
"572","Nezahualcoyotl",0,0,0,0,"Victim",5,33,1,5,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.761904761904762,"Mexico"
"573","Nezahualcoyotl",1,0,0,0,"Victim",5,62,1,2,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.761904761904762,"Mexico"
"574","Nezahualcoyotl",0,0,0,0,"Victim",5,18,0,3,"Worsened a lot/somewhat",NA,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.738095238095238,"Mexico"
"575","Nezahualcoyotl",0,0,0,0,"Victim",5,52,1,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.714285714285714,"Mexico"
"576","Nezahualcoyotl",0,0,0,0,"Not a victim",5,18,0,3,"Worsened a lot/somewhat",NA,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.785714285714286,"Mexico"
"577","Nezahualcoyotl",0,0,0,0,"Victim",5,22,1,4,"Worsened a lot/somewhat",NA,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.5,"Mexico"
"578","Nezahualcoyotl",1,1,0,0,"Not a victim",4,24,0,1,NA,NA,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.523809523809524,"Mexico"
"579","Nezahualcoyotl",0,0,0,0,"Victim",4,42,0,2,"Worsened a lot/somewhat",2,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.833333333333333,"Mexico"
"580","Nezahualcoyotl",0,0,0,0,"Not a victim",3,19,0,3,NA,2,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.761904761904762,"Mexico"
"581","Texcoco",1,0,0,0,"Victim",5,18,0,5,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.80952380952381,"Mexico"
"582","Texcoco",0,0,0,0,"Victim",3,44,0,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Mexico"
"583","Texcoco",0,0,0,0,"Victim",4,37,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.785714285714286,"Mexico"
"584","Texcoco",0,0,0,0,"Not a victim",5,61,1,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.761904761904762,"Mexico"
"585","Texcoco",0,0,1,0,"Victim",5,22,1,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.904761904761905,"Mexico"
"586","Texcoco",1,0,NA,1,"Not a victim",5,37,1,4,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.785714285714286,"Mexico"
"587","Texcoco",1,0,1,0,"Not a victim",5,59,0,2,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.714285714285714,"Mexico"
"588","Texcoco",1,NA,NA,NA,"Victim",5,18,0,4,"Improved a lot/somewhat or same",NA,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.714285714285714,"Mexico"
"589","Texcoco",0,0,0,0,"Not a victim",5,30,0,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.69047619047619,"Mexico"
"590","Texcoco",0,0,0,0,"Victim",5,18,1,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.904761904761905,"Mexico"
"591","Iztapalapa",1,0,0,0,"Not a victim",5,29,1,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.80952380952381,"Distrito Federal"
"592","Iztapalapa",0,0,0,0,"Not a victim",5,53,1,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.738095238095238,"Distrito Federal"
"593","Iztapalapa",0,0,0,0,"Not a victim",5,68,1,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.666666666666667,"Distrito Federal"
"594","Iztapalapa",0,0,0,0,"Not a victim",5,36,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.857142857142857,"Distrito Federal"
"595","Iztapalapa",0,1,1,0,"Not a victim",5,24,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.8,"Distrito Federal"
"596","Iztapalapa",0,0,0,0,"Not a victim",5,55,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.633333333333333,"Distrito Federal"
"597","Iztapalapa",0,0,0,0,"Not a victim",5,20,1,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.916666666666667,"Distrito Federal"
"598","Iztapalapa",0,0,0,0,"Victim",5,71,1,1,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.571428571428571,"Distrito Federal"
"599","Iztapalapa",0,0,0,0,"Not a victim",5,60,1,5,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.595238095238095,"Distrito Federal"
"600","Iztapalapa",0,0,0,0,"Not a victim",5,41,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.875,"Distrito Federal"
"601","Mexicali",1,0,1,0,"Victim",3,53,0,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.380952380952381,"Baja California"
"602","Mexicali",1,1,1,0,"Not a victim",2,25,0,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.404761904761905,"Baja California"
"603","Mexicali",0,1,1,1,"Victim",2,33,1,3,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.761904761904762,"Baja California"
"604","Mexicali",1,1,1,0,"Not a victim",3,53,1,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.571428571428571,"Baja California"
"605","Mexicali",0,0,1,1,"Victim",5,78,1,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.5,"Baja California"
"606","Mexicali",1,1,1,1,"Not a victim",4,58,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.476190476190476,"Baja California"
"607","Mexicali",0,1,NA,1,"Victim",3,20,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.880952380952381,"Baja California"
"608","Mexicali",1,1,1,0,"Not a victim",2,38,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.5,"Baja California"
"609","Mexicali",1,0,1,0,"Victim",5,18,1,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.857142857142857,"Baja California"
"610","Mexicali",1,1,1,0,"Victim",5,24,0,5,"Improved a lot/somewhat or same",3,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Baja California"
"611","Ensenada",1,1,0,0,"Not a victim",5,52,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.611111111111111,"Baja California"
"612","Ensenada",0,0,0,0,"Victim",4,19,1,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.694444444444444,"Baja California"
"613","Ensenada",1,0,0,0,"Victim",3,36,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.722222222222222,"Baja California"
"614","Ensenada",0,0,0,0,"Victim",3,26,1,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.7,"Baja California"
"615","Ensenada",1,0,0,0,"Victim",5,48,0,2,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.433333333333333,"Baja California"
"616","Ensenada",0,0,0,0,"Not a victim",4,52,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.708333333333333,"Baja California"
"617","Ensenada",0,0,0,0,"Victim",5,34,0,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.733333333333333,"Baja California"
"618","Ensenada",1,0,0,0,"Not a victim",5,21,1,4,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.833333333333333,"Baja California"
"619","Ensenada",0,0,0,0,"Not a victim",5,58,1,2,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.916666666666667,"Baja California"
"620","Ensenada",0,0,0,0,"Victim",4,33,0,4,"Worsened a lot/somewhat",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.566666666666667,"Baja California"
"621","Ecatepec de Morelos",1,0,NA,1,"Not a victim",5,48,1,3,"Worsened a lot/somewhat",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.714285714285714,"Mexico"
"622","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,51,0,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.619047619047619,"Mexico"
"623","Ecatepec de Morelos",0,0,0,0,"Not a victim",3,31,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.642857142857143,"Mexico"
"624","Ecatepec de Morelos",0,0,0,0,"Not a victim",4,32,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.785714285714286,"Mexico"
"625","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,35,1,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.833333333333333,"Mexico"
"626","Ecatepec de Morelos",1,0,0,0,"Not a victim",5,64,0,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.666666666666667,"Mexico"
"627","Ecatepec de Morelos",1,0,0,0,"Not a victim",5,51,1,3,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.642857142857143,"Mexico"
"628","Ecatepec de Morelos",1,0,0,0,"Not a victim",5,42,0,4,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.761904761904762,"Mexico"
"629","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,56,1,2,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.642857142857143,"Mexico"
"630","Ecatepec de Morelos",0,0,0,0,"Not a victim",5,59,1,2,"Improved a lot/somewhat or same",3,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.619047619047619,"Mexico"
"631","Tijuana",1,0,1,0,"Not a victim",3,39,0,3,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.595238095238095,"Baja California"
"632","Tijuana",0,1,1,0,"Victim",2,33,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.738095238095238,"Baja California"
"633","Tijuana",0,1,1,1,"Not a victim",3,29,0,4,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.571428571428571,"Baja California"
"634","Tijuana",1,1,1,1,"Victim",5,81,0,3,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.5,"Baja California"
"635","Tijuana",1,0,1,0,"Not a victim",3,41,1,2,"Improved a lot/somewhat or same",4,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.904761904761905,"Baja California"
"636","Tijuana",1,1,NA,1,"Victim",4,51,0,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.761904761904762,"Baja California"
"637","Tijuana",1,1,1,0,"Not a victim",5,59,0,5,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.619047619047619,"Baja California"
"638","Tijuana",1,0,1,0,"Not a victim",4,34,0,3,"Improved a lot/somewhat or same",1,0,"R identifies with PAN","R does not identify with PRI","R does not identify with PRD",0.595238095238095,"Baja California"
"639","Tijuana",0,1,1,1,"Not a victim",3,19,0,3,"Improved a lot/somewhat or same",NA,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.80952380952381,"Baja California"
"640","Tijuana",1,0,1,1,"Victim",1,63,0,2,"Worsened a lot/somewhat",1,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.404761904761905,"Baja California"
"641","Ensenada",1,0,0,0,"Victim",4,54,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.476190476190476,"Baja California"
"642","Ensenada",1,0,0,0,"Victim",5,45,1,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R identifies with PRI","R does not identify with PRD",0.638888888888889,"Baja California"
"643","Ensenada",1,0,0,0,"Not a victim",2,28,1,3,"Improved a lot/somewhat or same",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.6,"Baja California"
"644","Ensenada",1,0,0,0,"Victim",5,32,1,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.833333333333333,"Baja California"
"645","Ensenada",1,0,0,0,"Victim",5,48,1,2,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.75,"Baja California"
"646","Ensenada",1,1,0,0,"Not a victim",5,40,0,4,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R identifies with PRD",0.583333333333333,"Baja California"
"647","Ensenada",1,0,0,0,"Not a victim",5,65,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.833333333333333,"Baja California"
"648","Ensenada",0,0,0,0,"Not a victim",3,30,1,3,"Worsened a lot/somewhat",4,0,"R does not identify with PAN","R does not identify with PRI","R does not identify with PRD",0.8,"Baja California"
